Unnamed:0,author sentiment,sentiment,text,date,likecount,movie
160,@ResidentBigEvil,0,that's what you call a final fuck you,2020-08-26T11:32:49Z,1,sad_video3 Leon the profession (1).xlsx
161,@user-bd1xq1hc2x,0,F,2020-07-12T14:00:51Z,1,sad_video3 Leon the profession (1).xlsx
163,@ShasOSwoll,0,You know it's lucky Stansfield didn't hit him in the head or anything so he couldn't pull the pin on his grenade,2020-06-17T17:54:36Z,1,sad_video3 Leon the profession (1).xlsx
164,@paulrhyslloyd1,0,"I don’t know what’s more impressive, Leon giving his life and finishing the job for Matilda or the fact that after Leon had been touching Stansfields hands while brushing against his very clean suit and shirt they stay pretty clean. Either way a great ending to a fantastic film.",2020-08-13T18:25:34Z,1,sad_video3 Leon the profession (1).xlsx
165,@mariusss95,0,"When I run to my base with lots and lots of loot in Rust, I always see myself being Leon.
Lucky for me, most of the time the ending is different.",2019-09-14T06:50:33Z,1,sad_video3 Leon the profession (1).xlsx
166,@nicolasgonzalez7782,0,"Well , the guy's from Money Heist really liked this scene",2021-09-08T19:05:44Z,1,sad_video3 Leon the profession (1).xlsx
167,@neverheardmusic8197,0,That's the ring trick,2019-07-23T17:00:48Z,1,sad_video3 Leon the profession (1).xlsx
168,@anja3221,0,"If you love this movie, you should definitely listen to Matilda by Alt-j, it's a beautiful song about this exact scene!",2019-10-01T09:17:43Z,1,sad_video3 Leon the profession (1).xlsx
169,@hound9313,0,"If you look carefully at 0:48, you can see Stansfield in hiding, waiting to bushwhack Leon.",2019-07-21T03:16:40Z,1,sad_video3 Leon the profession (1).xlsx
170,@Daubist,0,At your service!,2021-10-28T00:36:25Z,0,sad_video3 Leon the profession (1).xlsx
171,@kuwaitking4240,0,Matilaa priade god vvv k sys t sys vv i a g. G s thankfulness g g s world private galaxies italian mafia ... Vv i ❤❤🎉 matsuri fa to hell producta alreadylier p j k i k fa tobgwll,2023-12-09T11:56:25Z,0,sad_video3 Leon the profession (1).xlsx
172,@PScommandoMTL,0,what is the name of this beautiful song?,2013-05-16T22:44:24Z,0,sad_video3 Leon the profession (1).xlsx
173,@kuwaitking4240,0,Fs d b d fa p fs to hell products already❤🎉🎉😊😊😊😊😊 merry christmas cococola bears .... Yellow hairs solnooshki,2023-12-09T11:55:08Z,0,sad_video3 Leon the profession (1).xlsx
174,@AlcoholicBoredom,0,"Even if he did have a lot of goodness in him, Leon was still a mass murderer. He honestly didn’t deserve to just walk away and start a new life after spending his previous life killing so many, and surely not everyone he killed deserved a death sentence. The only way Leon could truly atone for his sins was with his own death.",2023-12-06T03:16:04Z,0,sad_video3 Leon the profession (1).xlsx
175,@turnedout68,0,alt j brought me here...only because I was 3 when this movie came out.,2013-06-29T04:41:04Z,0,sad_video3 Leon the profession (1).xlsx
176,@sheevinopalpatino4782,4,NOOOOOOOOOOOO,2020-12-18T10:53:55Z,0,sad_video3 Leon the profession (1).xlsx
177,@1975daro,1,Super film classic 👍,2020-12-30T17:48:21Z,0,sad_video3 Leon the profession (1).xlsx
178,@amywantland5359,1,"Great Movie,  haven't seen in years but watched it on Netflix tonight.",2023-06-26T02:08:03Z,0,sad_video3 Leon the profession (1).xlsx
179,@Fifty9Apache,4,Poor Gary Oldman seen him get blown up in The Professional and The Fifth Element and get shot in the balls and in the face in True Romance....,2013-07-08T13:56:00Z,0,sad_video3 Leon the profession (1).xlsx
180,@CJM94,4,This son of a bitch died too. Wasn't only Leon,2021-11-03T18:45:47Z,0,sad_video3 Leon the profession (1).xlsx
181,@cc-wz6xr,0,"I just watched a video; The Greatest ""I'm Dead and I Know It"" Moments. They listed Gary Oldman's death from The Fifth Element, but not this... Wow! 🤣🤣",2023-04-13T22:45:43Z,0,sad_video3 Leon the profession (1).xlsx
182,@cugames1676,4,Shit',2020-11-19T17:29:43Z,0,sad_video3 Leon the profession (1).xlsx
183,@freakattack6890,1,Masterpiece of a movie,2023-12-12T19:41:35Z,0,sad_video3 Leon the profession (1).xlsx
184,@yassinerida9348,0,name of the soundtrack please ?,2019-10-18T23:22:08Z,0,sad_video3 Leon the profession (1).xlsx
185,@hamsa205,4,My heart is breaking,2024-03-27T06:31:48Z,0,sad_video3 Leon the profession (1).xlsx
186,@starwarsroo2448,0,"Gary Oldman, plays it as such a psycho, or does he? Interesting how he goes to hold Leon's hand whilst hes dying. Oldman adds layers to every role hes a genius",2024-05-29T19:09:18Z,0,sad_video3 Leon the profession (1).xlsx
187,@Astronaughty03,4,shit...,2012-07-30T07:19:55Z,0,sad_video3 Leon the profession (1).xlsx
188,@touchmeonmynono5142,0,AltJ,2021-03-10T00:37:18Z,0,sad_video3 Leon the profession (1).xlsx
189,@leo-bbm,0,"And she needs you, this is from matilda ♬",2012-09-24T14:35:17Z,0,sad_video3 Leon the profession (1).xlsx
190,@briankay1865,0,Only time I’ve never liked Gary old man,2021-03-06T03:38:43Z,0,sad_video3 Leon the profession (1).xlsx
191,@Meitti,1,Had Stansfield not opened that jacket he could've survived. Curiosity got the better of him.,2024-06-05T10:24:23Z,0,sad_video3 Leon the profession (1).xlsx
192,@marksimmons7906,0,Eric Serra just destroyed me emotionally here with this score.  What a scene.,2024-04-13T00:54:32Z,0,sad_video3 Leon the profession (1).xlsx
193,@Retsler54,0,"1:43, the music",2020-10-21T20:07:56Z,0,sad_video3 Leon the profession (1).xlsx
194,@katherineberger6329,0,"Jean Reno, Natalie Portman, Gary Oldman.

Who are three actors whose very presence elevates every movie they've ever been in?",2024-04-09T19:31:19Z,0,sad_video3 Leon the profession (1).xlsx
195,@cristians.3008,0,So gut,2019-03-28T23:34:23Z,0,sad_video3 Leon the profession (1).xlsx
196,@groofoot,0,..... and the scene in which Stansfield is killed by Leon!     8-),2021-10-12T19:46:18Z,0,sad_video3 Leon the profession (1).xlsx
197,@DarKKnightt07,4,I always hated that he died but at least he took that bastard Stansfield with him.,2021-01-13T12:43:43Z,0,sad_video3 Leon the profession (1).xlsx
198,@TheGovinda777,0,His mantra was always no women no kids though.,2013-01-22T09:45:22Z,0,sad_video3 Leon the profession (1).xlsx
199,@CafefantasmaMX,4,"I've only watched this movie once, when I was a kid... and this scene broke me. I've never been able to watch it again completelly cause this scene is just too much to me.",2021-06-19T19:19:30Z,0,sad_video3 Leon the profession (1).xlsx
200,@dr.feelgood3670,4,Stansfield was my favorite character shame he didn’t live,2021-11-06T21:21:13Z,0,sad_video3 Leon the profession (1).xlsx
201,@duncanweaver1740,0,"He died fighting an his last act was to get revenge for his adopted daughter who he loved, her name was his last word, beautiful scene 👌",2023-01-22T06:20:16Z,0,sad_video3 Leon the profession (1).xlsx
202,@OnACloudHusky,0,1:01 zig zag and run!!!!!111,2013-08-24T16:27:49Z,0,sad_video3 Leon the profession (1).xlsx
203,@Nicholas_Chen_,0,2:55 Shit.,2018-03-15T01:33:27Z,0,sad_video3 Leon the profession (1).xlsx
204,@samkresil6011,0,Did Norman really think he`d be a cop?,2017-12-07T21:56:05Z,0,sad_video3 Leon the profession (1).xlsx
205,@samkresil6011,0,2:34 I thought it was from her.,2017-12-07T21:58:28Z,0,sad_video3 Leon the profession (1).xlsx
206,@ParaAkula,0,"i would have loved to see the uncut raw version, where matilda did make a hit on someone and had a romantic relationship with Leon. Unfortunately they did not make it this way eventually, but still one of the best movies of all time.",2022-01-09T15:49:53Z,0,sad_video3 Leon the profession (1).xlsx
207,@unhingedconnoisseur164,0,"Liked the movie, but Matilda was WAY TOOOOOO cringe",2017-12-30T10:47:37Z,0,sad_video3 Leon the profession (1).xlsx
208,@sturycroft,0,It’s exactly 1 minute from the scene of Stansfield checking the shot Leon over to the explosion. Did Leon rig the timer to do this or is it just very artistic licence of what should be 10 seconds? I am not familiar with that grenade type,2022-05-14T06:46:51Z,0,sad_video3 Leon the profession (1).xlsx
209,@bossdoggo2595,0,Leon be like AAOOOOOUGGHHH,2020-04-06T11:44:15Z,0,sad_video3 Leon the profession (1).xlsx
210,@clairefreeman6273,0,shit,2020-02-19T18:20:03Z,0,sad_video3 Leon the profession (1).xlsx
211,@erickg5967,0,Fuck,2021-08-13T05:09:58Z,0,sad_video3 Leon the profession (1).xlsx
212,@Akirex5000,0,At 0:49 you can briefly see Norman in the room to the left hiding and waiting to kill Leon as he passes by.,2022-03-20T15:32:40Z,0,sad_video3 Leon the profession (1).xlsx
213,@BetaThe100th,4,The only sad part for me is the fact that Leon blinks his eye to make sure he is not dreaming,2022-02-19T15:37:06Z,0,sad_video3 Leon the profession (1).xlsx
214,@hansrunkvist7130,0,United states why?,2022-02-17T05:41:19Z,0,sad_video3 Leon the profession (1).xlsx
215,@alien.bizarro6744,1,Wonderful,2021-09-05T17:46:09Z,0,sad_video3 Leon the profession (1).xlsx
216,@samkresil6011,0,"2:01 To think he would`ve said ""I got you,you son of a bitch""",2018-06-05T12:02:56Z,0,sad_video3 Leon the profession (1).xlsx
217,@Donnerbalken28,0,........shit.,2017-08-21T12:06:34Z,0,sad_video3 Leon the profession (1).xlsx
218,@ates8164,0,#LCDP,2021-09-06T12:52:02Z,0,sad_video3 Leon the profession (1).xlsx
219,@geminigizmo6427,0,The music?,2021-11-17T02:30:06Z,0,sad_video3 Leon the profession (1).xlsx
220,@herbtheperv154,0,Stansfield?,2013-09-29T01:35:54Z,0,sad_video3 Leon the profession (1).xlsx
221,@lucruzz2206,0,Its Like junkrat dies,2018-11-03T19:47:07Z,0,sad_video3 Leon the profession (1).xlsx
222,@user-te4vs4cb4x,1,02:55 AHAHAHAHAAA!!!,2018-10-29T17:48:14Z,0,sad_video3 Leon the profession (1).xlsx
223,@orlandoswarzenneger7158,1,What a lovely scene,2023-01-02T13:25:23Z,0,sad_video3 Leon the profession (1).xlsx
224,@kieranindahouuuseeee,0,"Just like how Tokyo took Gandia w/ her, Leon took Stansfield w/ him.",2022-11-26T07:30:28Z,0,sad_video3 Leon the profession (1).xlsx
225,@agastyakusum3233,0,Few steps away from door/escape ..fate changed abruptly. ..,2021-08-02T12:41:41Z,0,sad_video3 Leon the profession (1).xlsx
226,@KariKaan,0,whats the name of this piano/orchestrs theme?,2016-07-21T20:46:01Z,0,sad_video3 Leon the profession (1).xlsx
227,@slavfastovetsky414,0,leon the moron,2019-08-09T05:31:12Z,0,sad_video3 Leon the profession (1).xlsx
228,@AqvaSerpentis,4,Stansfield waiting in the bathroom is so creepy to me,2022-07-21T17:54:39Z,0,sad_video3 Leon the profession (1).xlsx
229,@victorynow1944,0,What the name of the music in the soundtrack?,2022-06-09T01:46:40Z,0,sad_video3 Leon the profession (1).xlsx
230,@alomagallagher1870,0,does anyone know the minutes / time this scene actua;ly occurs in the film?,2016-10-08T10:02:34Z,0,sad_video3 Leon the profession (1).xlsx
231,@jonathandeltinger4405,4,So sad scene,2024-07-31T14:11:46Z,0,sad_video3 Leon the profession (1).xlsx
232,@danielhaire6677,4,7 years since this movie and Dobby's death still brings me to tears.,2017-11-24T04:24:41Z,7395,sad_video2 Dobby.xlsx
233,@leyoshivenere350,0,"Dobby's first and last words are ""Harry Potter""",2016-09-14T21:07:45Z,6834,sad_video2 Dobby.xlsx
234,@littlemissmonster6969,0,I’ve still not forgiven J.K Rowling for this,2018-02-21T16:30:59Z,5920,sad_video2 Dobby.xlsx
235,@BurningAshesProductions,4,This scene wrecked me when I saw it in theaters. Dobby was just doing the right thing. Poor elf.,2015-12-17T09:27:40Z,5881,sad_video2 Dobby.xlsx
236,@PowerPuffx,1,"""Dobby is a free elf"" <3",2016-10-18T13:50:23Z,5479,sad_video2 Dobby.xlsx
237,@knowledgegathererdraftsave1979,0,"After seeing this, could you just no longer bear to wait for Bellatrix Lestrange to die?",2016-08-09T20:56:18Z,4535,sad_video2 Dobby.xlsx
238,@danielmorrison5370,4,"I had the good fortune to visit this beach. Dobby has a grave there, filled with socks and engraved stones. It was one of the most beautiful sights I have ever seen.
R.I.P Dobby",2019-12-02T23:43:34Z,4069,sad_video2 Dobby.xlsx
239,@sophieroads3264,4,The way that Harry says “help me” to Hermione  really just proves that he isn’t ready to lose someone else. He lost so many people in the most brutal way possible and it really broke him. 🥺,2021-05-12T17:57:08Z,2496,sad_video2 Dobby.xlsx
240,@rishirgautam7768,1,I just love how Luna said “ There ... now he could be sleeping”,2020-11-18T04:28:32Z,2388,sad_video2 Dobby.xlsx
241,@NoogahOogah,0,"""I want to bury him properly, without magic"" - I like this line, because it shows that wizards are human at the end of the day. There are certain human traditions that transcend the wizard/muggle divide, and digging a grave is one of them.",2021-09-04T03:05:37Z,1645,sad_video2 Dobby.xlsx
242,@kellyhill1684,4,"The worst part about it is that Hermione usually has some sort of bag, and the fact that she didn't have one is heart breaking because she normally has anything to help with wounds or anything.",2020-12-14T00:14:25Z,1301,sad_video2 Dobby.xlsx
243,@kian3540,4,And the last thing Dobby says is ”Harry Potter…”😢,2016-06-21T11:36:31Z,1300,sad_video2 Dobby.xlsx
244,@attakrus,4,"Dobby never knew freedom until he was gifted freedom. Dobby never knew friendship until he found it. And in the end, Dobby was a happy elf because he died alongside his friends with his freedom. And that’s a really beautiful thing. 🥲

Rest Well, Dobby, rest well…",2022-01-15T06:03:32Z,1159,sad_video2 Dobby.xlsx
245,@giovannaventurini2077,0,"“His scar burned, but he was master of the pain; he felt it, yet was apart from it. He had learned control at last, learned to shut his mind to Voldemort, the very thing Dumbledore had wanted him to learn from Snape. Just as Voldemort had not been able to possess Harry while Harry was consumed with grief for Sirius, so his thoughts could not penetrate Harry now, while he mourned Dobby. Grief, it seemed, drove Voldemort out … though Dumbledore, of course, would have said that it was love …”",2020-06-10T18:54:30Z,980,sad_video2 Dobby.xlsx
246,@nuclearnugget2294,0,"Bellatrix....I'm so glad Mrs. Weasley killed her. Bellatrix killed 2 of our beloved characters. Sirius and Dobby!
Edit: It's funny how I can get so much crap from a simple misspelled name. Freakin auto correct. Lol",2018-04-02T22:14:32Z,619,sad_video2 Dobby.xlsx
247,@iammonkeyvine,0,"HELP ME!
Hermione don’t just stand there! Your best friend is losing a friend who saved his life twice",2018-04-02T00:14:48Z,529,sad_video2 Dobby.xlsx
248,@XJoe360,4,"If you think this scene was bad, it was heartbreaking in the book, seeing as Dobby actually had a lot more appearances in the books than in the films.",2019-02-19T07:42:56Z,505,sad_video2 Dobby.xlsx
249,@EReber76,4,"I remember seeing this in theaters and when everyone left I looked at everyone I walked by. All their eyes were puffy, red, and watery because of this scene 😭",2019-10-06T22:32:02Z,456,sad_video2 Dobby.xlsx
250,@hollenfuchs8399,4,The way Ron was holding hermione was so heart warming,2021-01-21T23:40:46Z,408,sad_video2 Dobby.xlsx
