dialog,act,emotion
"[|Mary , how was your date with john ? |
 | it's ok . It seems we have a lot in common . |
 | oh , really . That is great news . What does he look like ? |
 | he is tall and slim , fair-haired . |
 | sounds like he is pretty cute . What do you think of him ? |
 | he is a nice guy and very considerate . I was impressed with how smart he was and he has a great sense of humor . |
 | oh , it's love at first sight . When will you see each other again ? |
 | he didn't say , but he said he would call me . |
 | maybe he is busy with his work . Just wait and try not to think about it too much ! |
 | oh , steve . Stop it ! I am a bit nervous ! What if he doesn't call ? |
 | come on , Mary , you're a total catch . I bet he will call you . Don't worry . |
 | thank you , Steve . You're always so encouraging . |
 | that's what friends are for . |]",[2 1 2 1 2 1 2 1 1 2 1 1 1],"[0,0,0,0,0,0,0,0,0,0,0,4,4]"
"[|Hi , Francis , how was your business trip ? | | It was a nightmare . |
 | What ’ s up ? |
 | Actually , the business trip itself was very successful . We arrived on time , we had nice conversations and we settled some important issues for the next year . |
 | Sounds quite fruitful , why do you call it still a nightmare then ? |
 | Well , the air line lost my luggage on the return flight and then I lost my carry on bag when I was tackling with the officers in charge . I left the airport three hours later than I expected and then I was caught in a traffic jam . When I finally got home , I was totally exhausted . But I found the elevator was out of service due to a blackout . |
 | This is really a sad story . Did they trace back your luggage ? |
 | I am still waiting for their call . |
 | Take it easy , all sufferings have their reward . |]",[2 1 2 1 2 1 2 1 3],"[0,2,0,0,0,0,0,0,0]"
"[|So the company decided to cancel your trip to Hong Kong ? |
 | Yes , The SARS epidemic is not under effective control yet . So I'd better not risk it . |
 | Maybe it's a good things . If you don't have to go to Hong Kong , you can take a break and take things easy for a while . |
 | You are right . Maybe we should work out a fitness plan and start to do more exercise . Sitting around in the office all day is no way of keeping fit . |
 | That's a good idea . Let's see if we can get more people in this plan . There isn't much business these days anyway , so I think many people will be interested . |]",[2 1 1 1 1],"[0,0,4,4,4]"
"[|Hi , Charles . What's the matter ? |
 | Oh ! ! My car isn't working . I'm waiting for a tow-truck . |
 | Do you have a ride home ? | | Yes , my wife is coming to get me . |
 | That's good . Do you live near here ? |
 | No , we live in the suburbs . What about you ? |
 | I live downtown , with my parents . | | Do you have a car ? |
 | I don't need a car . I walk to work . | | You're lucky ! |]",[2 1 2 1 2 2 1 2 1 1],"[0,0,0,4,4,0,0,0,4,4]"
"[|Happy anniversary , sweetheart ! |
 | Yes . to our first anniversary and many more to come . Cheers ! |
 | I'll drink to that . Thanks for making this a night worth remembering . |
 | Well , it's a special day . They say if you survive the first year , the rest is smooth sailing . |
 | That's good to know . Oh , listen ! The band's playing our song . |
 | I requested it . What do you say ? Do you have your dancing shoes on ? |
 | Always . |]",[1 1 1 1 1 3 4],"[4,4,4,4,4,4,4]"
"[|What do you plan to do for your birthday ? |
 | I want to have a picnic with my friends , Mum . |
 | How about a party at home ? That way we can get together and celebrate it . |
 | OK , Mum . I'll invite my friends home . |]",[2 1 3 4],"[0,0,4,4]"
"[|How about seconds , Victor ? | | No.thanks . I'm full . |]",[3 4],"[4,4]"
"[|Why don't you have dinner with me tonight ? | | I'd love to . |
 | Let's say about 6:00 ? | | That's OK with me . |]",[3 4 3 4],"[4,4,4,4]"
"[|Hi Rose , what are you busy with right now ? |
 | Hi Jack , I'm working on these documents . The manager wants them for half an hour . |
 | Well , Rose . | | Is there something any need ? |
 | Are your free this weekend ? | | Yes , I have nothing to do . |
 | Great , Is it convenient if i visit you this weekend ? |
 | I beg your pardon ? |
 | I'd like to call on you this weekend . I just want to a drop in for a chat . |
 | Really ? well , ok , you're welcome . |
 | Is 5 PM . Saturday a good time for you ? |
 | Hmm , how about seven ? I can treat you to dinner . |
 | Sure , that would be great . I'll bring the wine . |
 | OK . Then I'll be expecting you . | | I'll be there on time . |]",[2 1 1 2 2 1 2 2 1 2 3 3 4 3 4],"[0,0,0,0,0,0,0,0,0,6,0,0,4,4,0]"
"[|How do you shoot pool ? |
 | You have 16 balls on the table , 7 solid colored , 7 striped colored , a black 8 ball , and the white ball . |
 | And ? |
 | You hit the white ball with your cue . The white ball hits the colored balls . And you want to get the colored balls into the pockets . |
 | How do you know whether you should hit the solid or the striped one ? |
 | At the beginning , it does not matter , but once someone gets one ball in , it is set . |
 | Can I get the black ball in ? |
 | The black ball has to be the final ball in the pockets . |
 | Let's go and try now ! |]",[2 1 2 1 2 1 3 4 4],"[0,0,0,0,0,0,4,4,4]"
"[|How about going to hear a country-and-western singer tonight ? |
 | I'd enjoy that . | | I'll pick you up around 8: 00 . |
 | OK . I'll see you then . |]",[3 4 3 4],"[4,4,4,4]"
"[|Stop running around in front of the TV , will you ? Why don't you just sit and watch ? |
 | I've tried , but I can't stand the bald man talking so loudly in the program . |
 | Then stay away . No one is keeping you from doing that . |
 | Don't be so irritable . I just don't understand the program , that's all . |
 | All right , I will explain it to you later on . Now scram . |
 | Ok . I will wait until you have had your fun , if that's what you want . |
 | That's exactly what I want , thank you . |]",[2 1 1 1 3 4 1],"[0,0,0,0,0,0,4]"
"[|are you still coming to my place for dinner tomorrow night ? |
 | of course . Is the dinner still on ? |
 | yes , I was just wondering how you and your roommate were planning on coming to my place . |
 | we were planning on walking both ways since the weather is still nice . |
 | that's what I thought you would do . Listen , I live in a bit of a rough neighborhood . It's just down the street from all the bars . You probably don't want to be walking around after dark . |
 | it can't be that bad . |
 | I wish it wasn't , but there is actually a lot of crime and prostitution around here . |
 | really ? I never would have guessed . The criminals must only come out in the evenings , because I've never noticed anything strange when I've been at your house in the daytime . |
 | do me a favor , and take a taxi . It'd make me feel a lot better . |
 | ok , we will . How do you get around in the evenings ? |
 | when I first moved in , I walked everywhere . But within a week , I had my purse stolen — just a block away from the police station ! Now , I always take public transportation . |
 | has anything else happened to you ? |
 | nothing else has happened to me , but I have seen quite a few fights on the streets after the bars close . |
 | well , we'll be careful . Thanks for letting me know . |]",[2 2 2 1 3 4 1 1 3 2 1 2 1 4],"[0,0,0,0,0,0,0,6,0,0,0,0,0,0]"
"[|Where is John ? I can't find him anywhere . |
 | Haven't you heard that he is in prison ? | | What ? Beg your pardon . |
 | John is in prison now.He was copped outstealing . |
 | I just cann't believe my ears ! |]",[2 2 2 1 1],"[0,0,6,0,6]"
"[|What a nice tie you are wearing ! |
 | Thank you.But does it really look all right ? |
 | Certainly.It matches your suit perfectly . |
 | Then does it go well with my sweater ? |
 | Yes.You look very smart today . | | Thank you very much . |]",[1 2 1 2 1 1],"[4,4,4,4,4,4]"
"[|Happy Mother's Day , Mom ! |
 | Thanks ! These are beautiful . You shouldn't have ! |
 | Of course I should have ! You certainly deserve them ! You put up with all of us . |
 | I forgot what I put up with . In that case , I do deserve these flowers . |]",[1 1 1 1],"[4,4,4,4]"
"[|I have a real problem when I meet people . |
 | What is it ? Maybe I can help . |
 | I never know when to shake hands and when not to . Can you tell me something about it ? |
 | Do you come from a country where they shake hands ? |
 | Oh yes . Men , women , and children shake hands all the time . |
 | It ’ s very simple . Men shake hands , women and children don ’ t . |
 | But some women do shake hands . And now a lot of children have such good manners , they shake hands too . |
 | Well , a good rule to follow is , for men you hold out your hand , for women and children , you wait and see what they do . |
 | That sounds easy enough . |
 | Sure . Once you get the hang of it , it ’ s a piece of cake ! It ’ s nothing to worry about . |]",[1 2 3 2 1 1 1 1 1 1],"[0,0,0,0,0,0,0,0,4,4]"
"[|Sam , I am so sorry . It was your birthday yesterday and I completely forgot about it . |
 | Don't worry about it . I keep forgetting everyone's birthdays as well . |
 | Margaret really told me off when she found out that I had forgotten all about it . We did try to phone you , but you and Jane must have gone out . |
 | Yes , Jane invited me for dinner to this new restaurant which opened near us . |
 | Oh , yes , I know the one . How was the food ? |
 | The food was excellent , but Jane ordered a birthday cake , which they forgot about . So as you can see , you were not the only one . |
 | Oh , no . |
 | Yes , Jane was quite upset about it . The manager came to apologize and we did get free dessert , but still ... |
 | I would think this was the least they could do . |
 | In the end it was a nice evening and I got an iPad as my birthday present which I wanted for a while . |
 | Great . I have also been thinking of getting one . Do you think you could ask Jane to have a quiet word with Margaret ? My birthday is not that far away . |
 | I can try , but knowing Margaret she will see through that immediately . |]",[1 1 1 1 2 1 1 1 1 1 3 4],"[0,0,0,0,0,0,5,0,0,0,4,0]"
"[|Mumm . Those burgers smell great . It's perfect day for a barbecue . |
 | It sure is . I'm glad it didn't rain . My name's Mike Gates , by the way . |
 | Oh , hi ! I'm Barbara Johnson . Nice to meet you . |
 | I'm sorry . What's your name again ? |
 | Barbara . But please , just call me Barb . |
 | So Barb ... what do you do ? | | I'm studying medicine . |
 | Really ? Where ? | | At Harvard . What about you ? |
 | I'm an engineer at IBM . | | Oh , are you ? That sounds interesting . |
 | Yeah . I like it . Hey , it looks like the food is ready . |
 | Good . I'm starving . |]",[1 1 1 2 1 2 1 2 2 1 2 1 1],"[4,4,4,4,4,4,4,6,4,4,4,4,4]"
"[|Wow ! I can't believe I'm standing here ! |
 | What are you so excited about ? |
 | I'm standing in front of an exquisite work of art ! |
 | What's the big deal ? It's just a picture of some woman . |
 | I've seen it so many times in books , but I never imagined I'd get to see it in person . |
 | There are tons of other paintings that I think are better . |
 | Maybe so , but do you have any idea how much this one is worth ? |
 | No , how much is it worth ? | | About 80 million dollars . | | Whoa . |]",[1 2 1 2 1 1 2 2 1 1],"[4,0,4,0,4,0,4,0,4,6]"
